source,page,text
c5_DL_models.pdf,12,"Same Strategy for NLP
●
Treat each word as a category, and create a big feature vector with one 
position for every possible word, e.g.
[1,0,0, …, 0] = “a”
[0,1,0, …, 0] = “aa”
…
[0,0,0, …, 1] = “zygote”
●
We can then do our usual WTx + b computation where x = one-hot vector"
c5_DL_models.pdf,13,"Is One-Hot Encoding Enough?
●
One-hot encoded vectors are not “useful” geometrically"
c5_DL_models.pdf,14,"Big Picture
●
What we’ve effectively done is created a table / database of word vectors for 
each word - word index is a query into the table
●
We hope that these vectors will have some useful structure (unlike one-hot 
vectors)"
c5_DL_models.pdf,15,"Other Embedding Approaches
●
Word2Vec
○
Learn from predicting context
●
GloVe
○
Learn from word co-occurrence counts
●
Train your own embedding layer
○
Embedding(V, D) in Keras / PyTorch
○
Learns embeddings directly from your task data
●
FastText
○
Subword-based embedding
○
Breaks words into character n-grams
●
Contextual Embeddings (BERT, GPT)
○
Embeddings change based on sentence context"
c5_DL_models.pdf,16,CNN x NLP
c5_DL_models.pdf,17,"1-D Convolution
●
Slide the filter along every position, multiply and add"
c5_DL_models.pdf,18,"1-D Convolution Example
●
Input sequence
●
Filter
●
Result"
c5_DL_models.pdf,19,"●
Using 1-D convolution
Convolution on Text
https://cezannec.github.io/CNN_Text_Classification/"
c5_DL_models.pdf,20,"1-D Convolutional Kernels
Note: you don’t have to worry about the width (e.g. embedding size) 
when creating a 1-D Conv layer, just as you don’t need to deal with the 
depth (e.g. input channels in images) when using a 2-D Conv layer
https://cezannec.github.io/CNN_Text_Classification/"
c5_DL_models.pdf,21,"Recognizing General Patterns
Found pattern: a positive thing
https://cezannec.github.io/CNN_Text_Classification/"
c5_DL_models.pdf,22,CNN for Text in Code
c5_DL_models.pdf,23,"Layer
Output Shape
Description
Input
(batch_size, 100)
Token ID 序列
Embedding
(batch_size, 100, 50)
詞向量
Conv1D (32 filters)
(batch_size, 98, 32)
區域特徵
MaxPool1D(3)
(batch_size, 32, 32)
降維
Conv1D (64 filters)
(batch_size, 30, 64)
更深層特徵
MaxPool1D(3)
(batch_size, 10, 64)
再降維
Conv1D (128 filters)
(batch_size, 8, 128)
更深層次抽象
GlobalMaxPool1D
(batch_size, 128)
變成固定長度的句子表示
Dense(1)
(batch_size, 1)
預測結果（如情感分類）"
c5_DL_models.pdf,24,RNN x NLP
c5_DL_models.pdf,25,"Why CNN Is Not Enough
●
CNNs are great for capturing local patterns in text, such as short phrases like 
""not good"" or ""very happy"". But they come with limitations:
○
CNNs only capture fixed-size n-gram features.
○
They struggle with long-distance dependencies in language.
■
Example: “The book I bought yesterday was amazing.” → “book” and “amazing” are far 
apart.
○
CNNs are position-invariant, meaning they don't inherently understand word order.
●
To model sequence and context over time, we need a model that remembers 
previous inputs—this is where RNNs come in."
c5_DL_models.pdf,26,Recurrent Neural Networks Introduction
c5_DL_models.pdf,27,"Recurrent Neural Networks Introduction
傳遞給下一個時間
點的自己"
c5_DL_models.pdf,28,"Why should we use RNNs?
●
Consider classifying words (e.g. parts-of-speech: noun, verb, etc.)
●
Suppose we use an ANN:"
c5_DL_models.pdf,29,"Problem with ANN
●
Sometimes there can be multiple possible answers, which can only be 
disambiguated with context
●
E.g. “bank” has several meanings
-
Financial institution (maybe higher chance of spam)
-
“River bank” (maybe lower chance of spam)
-
As a verb (and still has multiple meanings)"
c5_DL_models.pdf,30,Back to Our Classification Problem - ANN
c5_DL_models.pdf,31,Back to Our Classification Problem -RNN
c5_DL_models.pdf,32,Back to Our Classification Problem -RNN
c5_DL_models.pdf,33,"Problem Types RNNs Can Solve
Many-to-One
●
Definition: Multiple inputs → Single output
●
Examples:
○
Spam detection
○
Sentiment analysis
Many-to-Many
●
Definition: Each input → corresponding output
●
Examples:
○
Part-of-speech tagging
○
Time series anomaly detection"
c5_DL_models.pdf,34,"What Do We Do with h(t)?
●
h(t) is the output of RNN at each time step"
c5_DL_models.pdf,35,"What Do We Do with h(t)?
●
Many-to-One"
c5_DL_models.pdf,36,"What Do We Do with h(t)?
●
Many-to-Many"
c5_DL_models.pdf,37,"What Do We Do with h(t)?
●
Many-to-Many
Note: the same weights are used at every 
time step for each layer (weight sharing)"
c5_DL_models.pdf,38,"Other Options for Many-to-One
●
CNN
●
RNN
Also T x M output, since we have T 
hidden vectors each of size M"
c5_DL_models.pdf,40,"“Terrible”
Sentiment: negative"
c5_DL_models.pdf,41,"Stacking RNN Layers
●
Note: one common mistake is confusing T with M
●
The sequence length (T) is not the same as the
size of the hidden vectors (M)
(each circle does not represent a scalar)
●
Normally we would not vary the size of the 
hidden layers (e.g. normally M1 = M2)"
c5_DL_models.pdf,42,RNN in Tensorflow
c5_DL_models.pdf,43,Output: Many-to-One
c5_DL_models.pdf,44,Output: Many-to-Many
c5_DL_models.pdf,45,"Output: Many-to-Many
The Dense layer “knows” how to 
handle a single vector and a time 
series of vectors as input"
c5_DL_models.pdf,46,Output: Many-to-One (another way)
c5_DL_models.pdf,47,Stacking Layers
c5_DL_models.pdf,48,Easy to Use LSTMs and GRUs (Preview)
c5_DL_models.pdf,49,"Modern RNN Units
●
LSTM - Long Short-Term Memory
●
GRU - Gated Recurrent Unit
●
GRU is like a simplified version of the LSTM (less parameters and thus more 
efficient)
LSTM"
c5_DL_models.pdf,50,"Limitations of Vanilla RNNs
●
While RNNs can capture word order and dependencies, they have their own 
issues:
○
Vanishing gradients: Difficult to learn long-range dependencies (early inputs get ""forgotten"")
○
Slow to train: Because each step depends on the previous one, RNNs are not parallelizable"
c5_DL_models.pdf,51,"How Does the Problem Manifest?
●
Ask your simple RNN: “On what day was Albert Einstein born?”
●
By the time the RNN has “read” the whole article, it forgot what was at the 
beginning!
Vanishing gradients: https://www.youtube.com/watch?v=8z3DFk4VxRo"
c5_DL_models.pdf,52,"Gated Recurrent Unit (GRU)
●
First and foremost, it has the same “API” as the simpleRNN"
c5_DL_models.pdf,53,"GRU
●"
c5_DL_models.pdf,54,"GRU
●
z(t) = update gate vector
r(t) = reset gate vector
h(t) = hidden state"
c5_DL_models.pdf,55,"GRU
●
z(t), r(t), h(t) are all vectors of size M
●
M is a hyperparameter (“number of hidden units / features”)
●
This implies the shape of all the weights
●
Any weight going from x(t) is D x M
●
Any weight going from h(t) is M x M
●
All bias terms are of size M"
c5_DL_models.pdf,56,"What is the GRU Doing?
●
z(t) = update gate vector
●
“Should I take the new value for h(t), or should I keep the old value, h(t-1)?”
●
Vanishing gradient means the RNN forgets things in the past
●
Now, we can explicitly remember the previous h(t-1) (If z(t) small)
●
If z(t) → 1, then forget h(t-1)"
c5_DL_models.pdf,57,"Interpreting the GRU
●
(Forget about the reset gate for now)"
c5_DL_models.pdf,58,"Reset Gate
●
Reset gate → whether to look up old data when generating new hidden state
●
Update gate → whether to update the database now"
c5_DL_models.pdf,59,"LSTM (Long Short-Term Memory)
●
Think of it as “like the GRU” but with more state vectors and gates"
c5_DL_models.pdf,60,"GRU vs LSTM
●
Not exactly the same API
●
LSTM returns 2 states:
○
Hidden state h(t)
○
Cell state c(t) (usually ignored)
○
Also means you need 2 initial states: c0 and h0
Current word
Short-term memory
Long-term memory"
c5_DL_models.pdf,61,"LSTM Equations
tanh
tanh"
c5_DL_models.pdf,62,"Why Output Gate?
●
為何不直接將ct的值輸出作為ht?
●
長期記憶通常包含豐富且雜亂的資訊，直接輸出的話下一層會被迫接收大量當
下根本不需要的雜訊
●
Ex: “Alice 是一個非常優秀的工程師，我昨天在會議上遇到她” （translation task）
○
當模型讀到Alice時，ct 會記住兩個特徵：女性、單數
○
當模型讀到“是一個非常優秀的工程師...”時，後面的預測層根本不需要知道Alice 是女性這件事
○
這時，output gate會關閉對於性別特徵的輸出，不讓它干擾當下的語意判斷
○
直到最後讀到”遇到...”，準備要預測代名詞時，output gate才會打開，把ct裡的”女性”特徵釋出到 
ht，讓模型能夠預測出“her。"
c5_DL_models.pdf,63,LSTM is Simple
c6_transformer_pt1.pdf,1,Transformer
c6_transformer_pt1.pdf,2,"Transformer
2017/06
GPT
2018/06
BERT
2018/10
GPT-2
2019/02
GPT-3
2020/05
GPT-4
2023/03
RoBERTa
2019/07
ALBERT
2019/09"
c6_transformer_pt1.pdf,3,"RNN
●
每個輸出都要依賴前一個輸出，因此在進行反向訓練時，都會乘上參數越乘越大會㐀
成梯度爆炸，導致模型不穩定甚至無法訓練
●
反之，則㐀成梯度消失，導致權重幾乎沒改變
X(t)
Y(t)
RNN
X(t+1)
Y(t+1)
RNN
X
Y
RNN"
c6_transformer_pt1.pdf,4,"RNN
RNN
Transformer
RNN處理下一個詞必須知
道前一個詞的結果，因此難
以進行並行計算
並行
處理
能力
Transformer使用注意力機
制，可以同時處理整個序列
的所有元素
長序列
距離依賴
問題
由於梯度消失和梯度爆炸問題，
難以捕捉到序列中長距離詞之間
的依賴關係。
儘管LSTM和GRU等RNN變體都
設計來處理梯度消失問題，但實
際效果仍有限
注意力機制使模型直接關注
序列中任意兩個位置之間的
關係，無論距離多遠，使得
它能更好地捕捉長距離關係"
c6_transformer_pt1.pdf,5,"Transformer
●
於2017年推出，將原始的RNN架構改成 Attention mechanism 同時處理輸入序
列的所有位置，並通過多頭注意力等機制捕捉不同層次的特徵
●
Transformer 的 Attention mechanism 允許所有位置的計算都可以並行進行
機器翻譯
Encoder
machine translate
Decoder"
c6_transformer_pt1.pdf,6,"Attention mechanism
當第一眼看到這張圖，注意力集中在哪裡"
c6_transformer_pt1.pdf,7,"Attention mechanism
接收訊息
Sensory memory
Working memory
Attention(放入重要的)
整張圖片"
c6_transformer_pt1.pdf,8,"Attention mechanism
接收訊息
Sensory memory
Working memory
Attention(放入重要的)
整張圖片
如何依照輸入的重要性
給予相應的權重"
c6_transformer_pt1.pdf,9,"Machine translation
●
Sequence-to-sequence（encoder - decoder model）
source: https://huggingface.co/learn/nlp-course/zh-TW/chapter1/4?fw=pt
資料通過Encoder產生出hidden state
通過Decoder解析hidden state的內容
Encoder
Decoder
hidden
文本生成
翻譯"
c6_transformer_pt1.pdf,10,"Machine translation without attention
機
器
翻
譯
Encoder
Decoder
information about the 
entire sentence
RNN 
encoder
RNN 
decoder
word-embeddings
encoder最終隱藏狀態傳遞
給decoder初始隱藏狀態"
c6_transformer_pt1.pdf,11,"Machine translation with attention 
RNN 
encoder
機
器
翻
譯
word-embeddings
每個隱藏狀態都會生成該詞的""key""跟”value”
這些 Key 和 Value 就是後續 Attention 機制
會用來做「匹配」與「加權平均」的依據。"
c6_transformer_pt1.pdf,12,"Machine translation with attention
機
器
翻
譯
當前輸入需要聚焦的部分
(例如：今天想吃的口味""辣的食物""，而Query
就像你的需求或你正在找的特徵)
Query
RNN 
encoder
(decoder初始隱藏狀態)
word-embeddings"
c6_transformer_pt1.pdf,13,"Machine translation with attention 
match
(vector)
key
RNN 
encoder
用來表示每個輸入元素的特徵
(就像菜單上每道菜的敘述，例如：
宮保雞丁-""辣""﹑糖醋排骨-""甜""
，key代表每道菜的特徵或標籤)
(decoder初始隱藏狀態)
機
器
翻
譯
word-embeddings"
c6_transformer_pt1.pdf,14,"Machine translation with attention 
(attention weights or similarity)
     代表query向量和每個key向量之間的關聯度
match
(scalar)
RNN 
encoder
(decoder初始隱藏狀態)
機
器
翻
譯
word-embeddings
(Transformer version)"
c6_transformer_pt1.pdf,15,"Machine translation with attention 
Query
Key
Value
Value向量代表輸入的實際內容
(菜單上每道的實際內容，當選擇
了一道菜，這道菜(宮保雞丁)就是
Value)
機
器
翻
譯
word-embeddings"
c6_transformer_pt1.pdf,16,"Machine translation with attention 
Query
Key
Value
Value向量代表輸入的實際內容
(菜單上每道的實際內容，當選擇
了一道菜，這道菜(宮保雞丁)就是
Value)
機
器
翻
譯
word-embeddings
Note: RNN的key和value為同樣的h，後
續的transformer才改良成 hk, hv"
c6_transformer_pt1.pdf,17,"Machine translation with attention 
""黃金獵犬是一種非常聰明且友好的狗""
當Query是""狗""這個詞，可能會關注到""黃金獵犬""和""友好""兩個詞：
●
黃金獵犬的key可能對應＂狗的一種＂的特徵，而Value則是具體的＂黃金獵
犬＂這個含義
●
友好的key可能對有＂狗的特性＂的特徵，而Value則是具體＂友好＂這個詞
的含義
計算得到""黃金獵犬""和""友好""的權重後，注意力機制會用這些權重對Value進行加權
平均，得到一個詞的上下文向量     ，這個向量捕捉""狗""這個詞在上下文中的含意"
c6_transformer_pt1.pdf,18,"Machine translation with attention
decoder
softmax
value
機
器
翻
譯
word-embeddings
…"
c6_transformer_pt1.pdf,19,"Machine translation with attention 
match
decoder
機
器
翻
譯
word-embeddings"
